	GDP_REL	GDP_INDEX	HOUSEHOLD_CONSUMPTION	INVESTMENTS	EXPORTS	IMPORTS	UNEMPLOYMENT_RATE	EMPLOYMENT	WAGE	WAGE_REAL	PRICE	INFLATION	INTEREST_RATE	DEBT	PUBLIC_DEFICIT	EMISSIONS	EMISSIONS_INDEX	CARBON_TAX_21	CARBON_TAX_22	CARBON_TAX_24	CARBON_TAX	CO2_TAX_OVER_GDP	CO2_TAX_REVENUE	INCOME_TAX_RATE	OIL_SOCIAL_TAX	TOTAL_CSE	TOTAL_IR	MPS	TCO_EXPENDITURES	EXPENDITURES	REVENUES	INCOME_TAX	TAX_SUM	SAVINGS	TTCO_SIGNAL_21	TTCO_SIGNAL_22	TTCO_SIGNAL_24	TTCO_VOL_SIGNAL_21	TTCO_VOL_SIGNAL_22	TTCO_VOL_SIGNAL_24	TTCO_SIGNAL	TTCO_VOL_SIGNAL	ENERGY_PRICE_SIGNAL	ENERGY_PRICE_SIGNAL_21	ENERGY_PRICE_SIGNAL_22	ENERGY_PRICE_SIGNAL_23	ENERGY_PRICE_SIGNAL_24	VA_DIF	VA_01_DIF	VA_02_DIF	VA_03_DIF	VA_04_DIF	VA_05_DIF	VA_06_DIF	VA_07_DIF	VA_08_DIF	VA_09_DIF	VA_10_DIF	VA_11_DIF	VA_12_DIF	VA_13_DIF	VA_14_DIF	VA_15_DIF	VA_16_DIF	VA_17_DIF	VA_18_DIF	VA_19_DIF	VA_20_DIF	VA_21_DIF	VA_2201_DIF	VA_2202_DIF	VA_2301_DIF	VA_2302_DIF	VA_2303_DIF	VA_2304_DIF	VA_2305_DIF	VA_2306_DIF	VA_2307_DIF	VA_2308_DIF	VA_2401_DIF	VA_2402_DIF	VA_2403_DIF	VA_2404_DIF	VA_2405_DIF	VA_2406_DIF	IA_01_DIF	IA_02_DIF	IA_03_DIF	IA_04_DIF	IA_05_DIF	IA_06_DIF	IA_07_DIF	IA_08_DIF	IA_09_DIF	IA_10_DIF	IA_11_DIF	IA_12_DIF	IA_13_DIF	IA_14_DIF	IA_15_DIF	IA_16_DIF	IA_17_DIF	IA_18_DIF	IA_19_DIF	IA_20_DIF	IA_21_DIF	IA_2201_DIF	IA_2202_DIF	IA_2301_DIF	IA_2302_DIF	IA_2303_DIF	IA_2304_DIF	IA_2305_DIF	IA_2306_DIF	IA_2307_DIF	IA_2308_DIF	IA_2401_DIF	IA_2402_DIF	IA_2403_DIF	IA_2404_DIF	IA_2405_DIF	IA_2406_DIF	CH_01_DIF	CH_02_DIF	CH_03_DIF	CH_04_DIF	CH_05_DIF	CH_06_DIF	CH_07_DIF	CH_08_DIF	CH_09_DIF	CH_10_DIF	CH_11_DIF	CH_12_DIF	CH_13_DIF	CH_14_DIF	CH_15_DIF	CH_16_DIF	CH_17_DIF	CH_18_DIF	CH_19_DIF	CH_20_DIF	CH_21_DIF	CH_22_DIF	CH_23_DIF	CH_24_DIF	TOTFINAL_ENERGY_21_0	TOTFINAL_ENERGY_2201_0	TOTFINAL_ENERGY_2202_0	TOTFINAL_ENERGY_2301_0	TOTFINAL_ENERGY_2302_0	TOTFINAL_ENERGY_2303_0	TOTFINAL_ENERGY_2304_0	TOTFINAL_ENERGY_2305_0	TOTFINAL_ENERGY_2306_0	TOTFINAL_ENERGY_2307_0	TOTFINAL_ENERGY_2308_0	TOTFINAL_ENERGY_2401_0	TOTFINAL_ENERGY_2402_0	TOTFINAL_ENERGY_2403_0	TOTFINAL_ENERGY_2404_0	TOTFINAL_ENERGY_2405_0	TOTFINAL_ENERGY_2406_0	TOTFINAL_ENERGY_21_2	TOTFINAL_ENERGY_2201_2	TOTFINAL_ENERGY_2202_2	TOTFINAL_ENERGY_2301_2	TOTFINAL_ENERGY_2302_2	TOTFINAL_ENERGY_2303_2	TOTFINAL_ENERGY_2304_2	TOTFINAL_ENERGY_2305_2	TOTFINAL_ENERGY_2306_2	TOTFINAL_ENERGY_2307_2	TOTFINAL_ENERGY_2308_2	TOTFINAL_ENERGY_2401_2	TOTFINAL_ENERGY_2402_2	TOTFINAL_ENERGY_2403_2	TOTFINAL_ENERGY_2404_2	TOTFINAL_ENERGY_2405_2	TOTFINAL_ENERGY_2406_2	FINAL_ENERGY_21_0	FINAL_ENERGY_2201_0	FINAL_ENERGY_2202_0	FINAL_ENERGY_2301_0	FINAL_ENERGY_2302_0	FINAL_ENERGY_2303_0	FINAL_ENERGY_2304_0	FINAL_ENERGY_2305_0	FINAL_ENERGY_2306_0	FINAL_ENERGY_2307_0	FINAL_ENERGY_2308_0	FINAL_ENERGY_2401_0	FINAL_ENERGY_2402_0	FINAL_ENERGY_2403_0	FINAL_ENERGY_2404_0	FINAL_ENERGY_2405_0	FINAL_ENERGY_2406_0	FINAL_ENERGY_21_2	FINAL_ENERGY_2201_2	FINAL_ENERGY_2202_2	FINAL_ENERGY_2301_2	FINAL_ENERGY_2302_2	FINAL_ENERGY_2303_2	FINAL_ENERGY_2304_2	FINAL_ENERGY_2305_2	FINAL_ENERGY_2306_2	FINAL_ENERGY_2307_2	FINAL_ENERGY_2308_2	FINAL_ENERGY_2401_2	FINAL_ENERGY_2402_2	FINAL_ENERGY_2403_2	FINAL_ENERGY_2404_2	FINAL_ENERGY_2405_2	FINAL_ENERGY_2406_2	PRIMARY_ENERGY_21_0	PRIMARY_ENERGY_2201_0	PRIMARY_ENERGY_2202_0	PRIMARY_ENERGY_2301_0	PRIMARY_ENERGY_2302_0	PRIMARY_ENERGY_2303_0	PRIMARY_ENERGY_2304_0	PRIMARY_ENERGY_2305_0	PRIMARY_ENERGY_2306_0	PRIMARY_ENERGY_2307_0	PRIMARY_ENERGY_2308_0	PRIMARY_ENERGY_2401_0	PRIMARY_ENERGY_2402_0	PRIMARY_ENERGY_2403_0	PRIMARY_ENERGY_2404_0	PRIMARY_ENERGY_2405_0	PRIMARY_ENERGY_2406_0	PRIMARY_ENERGY_21_2	PRIMARY_ENERGY_2201_2	PRIMARY_ENERGY_2202_2	PRIMARY_ENERGY_2301_2	PRIMARY_ENERGY_2302_2	PRIMARY_ENERGY_2303_2	PRIMARY_ENERGY_2304_2	PRIMARY_ENERGY_2305_2	PRIMARY_ENERGY_2306_2	PRIMARY_ENERGY_2307_2	PRIMARY_ENERGY_2308_2	PRIMARY_ENERGY_2401_2	PRIMARY_ENERGY_2402_2	PRIMARY_ENERGY_2403_2	PRIMARY_ENERGY_2404_2	PRIMARY_ENERGY_2405_2	PRIMARY_ENERGY_2406_2	ENERGY_SEC_01_0	ENERGY_SEC_02_0	ENERGY_SEC_03_0	ENERGY_SEC_04_0	ENERGY_SEC_05_0	ENERGY_SEC_06_0	ENERGY_SEC_07_0	ENERGY_SEC_08_0	ENERGY_SEC_09_0	ENERGY_SEC_10_0	ENERGY_SEC_11_0	ENERGY_SEC_12_0	ENERGY_SEC_13_0	ENERGY_SEC_14_0	ENERGY_SEC_15_0	ENERGY_SEC_16_0	ENERGY_SEC_17_0	ENERGY_SEC_18_0	ENERGY_SEC_19_0	ENERGY_SEC_20_0	ENERGY_AUTO_0	ENERGY_BUIL_0	ENERGY_SEC_01_2	ENERGY_SEC_02_2	ENERGY_SEC_03_2	ENERGY_SEC_04_2	ENERGY_SEC_05_2	ENERGY_SEC_06_2	ENERGY_SEC_07_2	ENERGY_SEC_08_2	ENERGY_SEC_09_2	ENERGY_SEC_10_2	ENERGY_SEC_11_2	ENERGY_SEC_12_2	ENERGY_SEC_13_2	ENERGY_SEC_14_2	ENERGY_SEC_15_2	ENERGY_SEC_16_2	ENERGY_SEC_17_2	ENERGY_SEC_18_2	ENERGY_SEC_19_2	ENERGY_SEC_20_2	ENERGY_AUTO_2	ENERGY_BUIL_2	AUTO_A_0	AUTO_B_0	AUTO_C_0	AUTO_D_0	AUTO_E_0	AUTO_F_0	AUTO_G_0	AUTO_COAL_0	AUTO_FUEL_0	AUTO_ELEC_0	AUTO_GAS_0	AUTO_A_2	AUTO_B_2	AUTO_C_2	AUTO_D_2	AUTO_E_2	AUTO_F_2	AUTO_G_2	AUTO_COAL_2	AUTO_FUEL_2	AUTO_ELEC_2	AUTO_GAS_2	BUIL_A_0	BUIL_B_0	BUIL_C_0	BUIL_D_0	BUIL_E_0	BUIL_F_0	BUIL_G_0	PENER_M2_A_0	PENER_M2_B_0	PENER_M2_C_0	PENER_M2_D_0	PENER_M2_E_0	PENER_M2_F_0	PENER_M2_G_0	BUIL_A_2	BUIL_B_2	BUIL_C_2	BUIL_D_2	BUIL_E_2	BUIL_F_2	BUIL_G_2	PENER_M2_A_2	PENER_M2_B_2	PENER_M2_C_2	PENER_M2_D_2	PENER_M2_E_2	PENER_M2_F_2	PENER_M2_G_2	PHI_NEWAUTO_CA_0	PHI_NEWAUTO_CB_0	PHI_NEWAUTO_CC_0	PHI_NEWAUTO_CD_0	PHI_NEWAUTO_CE_0	PHI_NEWAUTO_CF_0	PHI_NEWAUTO_CG_0	PHI_NEWAUTO_N_CA_0	PHI_NEWAUTO_N_CB_0	PHI_NEWAUTO_N_CC_0	PHI_NEWAUTO_N_CD_0	PHI_NEWAUTO_N_CE_0	PHI_NEWAUTO_N_CF_0	PHI_NEWAUTO_N_CG_0	PHI_NEWAUTO_CA_2	PHI_NEWAUTO_CB_2	PHI_NEWAUTO_CC_2	PHI_NEWAUTO_CD_2	PHI_NEWAUTO_CE_2	PHI_NEWAUTO_CF_2	PHI_NEWAUTO_CG_2	PHI_NEWAUTO_N_CA_2	PHI_NEWAUTO_N_CB_2	PHI_NEWAUTO_N_CC_2	PHI_NEWAUTO_N_CD_2	PHI_NEWAUTO_N_CE_2	PHI_NEWAUTO_N_CF_2	PHI_NEWAUTO_N_CG_2	TAU_REHAB_CB_0	TAU_REHAB_CC_0	TAU_REHAB_CD_0	TAU_REHAB_CE_0	TAU_REHAB_CF_0	TAU_REHAB_CG_0	TAU_REHAB_N_CB_0	TAU_REHAB_N_CC_0	TAU_REHAB_N_CD_0	TAU_REHAB_N_CE_0	TAU_REHAB_N_CF_0	TAU_REHAB_N_CG_0	TAU_REHAB_CB_2	TAU_REHAB_CC_2	TAU_REHAB_CD_2	TAU_REHAB_CE_2	TAU_REHAB_CF_2	TAU_REHAB_CG_2	TAU_REHAB_N_CB_2	TAU_REHAB_N_CC_2	TAU_REHAB_N_CD_2	TAU_REHAB_N_CE_2	TAU_REHAB_N_CF_2	TAU_REHAB_N_CG_2	CH_21_BAU	CH_22_BAU	CH_23_BAU	CH_24_BAU	CH_21_ADEMEHAUT	CH_22_ADEMEHAUT	CH_23_ADEMEHAUT	CH_24_ADEMEHAUT	DISPINC_BAU	DISPINC_ADEMEHAUT	IA_01_BAU	IA_02_BAU	IA_03_BAU	IA_04_BAU	IA_05_BAU	IA_06_BAU	IA_07_BAU	IA_08_BAU	IA_09_BAU	IA_10_BAU	IA_11_BAU	IA_12_BAU	IA_13_BAU	IA_14_BAU	IA_15_BAU	IA_16_BAU	IA_17_BAU	IA_18_BAU	IA_19_BAU	IA_20_BAU	IA_21_BAU	IA_2201_BAU	IA_2202_BAU	IA_2301_BAU	IA_2302_BAU	IA_2303_BAU	IA_2304_BAU	IA_2305_BAU	IA_2306_BAU	IA_2307_BAU	IA_2308_BAU	IA_2401_BAU	IA_2402_BAU	IA_2403_BAU	IA_2404_BAU	IA_2405_BAU	IA_2406_BAU	IA_BAU	EXP_REHAB_BAU	EXP_NEWBUIL_BAU	EXP_NEWAUTO_CA_BAU	EXP_NEWAUTO_CB_BAU	EXP_NEWAUTO_CC_BAU	EXP_NEWAUTO_CD_BAU	EXP_NEWAUTO_CE_BAU	EXP_NEWAUTO_CF_BAU	EXP_NEWAUTO_CG_BAU	IA_01_ADEMEHAUT	IA_02_ADEMEHAUT	IA_03_ADEMEHAUT	IA_04_ADEMEHAUT	IA_05_ADEMEHAUT	IA_06_ADEMEHAUT	IA_07_ADEMEHAUT	IA_08_ADEMEHAUT	IA_09_ADEMEHAUT	IA_10_ADEMEHAUT	IA_11_ADEMEHAUT	IA_12_ADEMEHAUT	IA_13_ADEMEHAUT	IA_14_ADEMEHAUT	IA_15_ADEMEHAUT	IA_16_ADEMEHAUT	IA_17_ADEMEHAUT	IA_18_ADEMEHAUT	IA_19_ADEMEHAUT	IA_20_ADEMEHAUT	IA_21_ADEMEHAUT	IA_2201_ADEMEHAUT	IA_2202_ADEMEHAUT	IA_2301_ADEMEHAUT	IA_2302_ADEMEHAUT	IA_2303_ADEMEHAUT	IA_2304_ADEMEHAUT	IA_2305_ADEMEHAUT	IA_2306_ADEMEHAUT	IA_2307_ADEMEHAUT	IA_2308_ADEMEHAUT	IA_2401_ADEMEHAUT	IA_2402_ADEMEHAUT	IA_2403_ADEMEHAUT	IA_2404_ADEMEHAUT	IA_2405_ADEMEHAUT	IA_2406_ADEMEHAUT	IA_ADEMEHAUT	EXP_REHAB_ADEMEHAUT	EXP_NEWBUIL_ADEMEHAUT	EXP_NEWAUTO_CA_ADEMEHAUT	EXP_NEWAUTO_CB_ADEMEHAUT	EXP_NEWAUTO_CC_ADEMEHAUT	EXP_NEWAUTO_CD_ADEMEHAUT	EXP_NEWAUTO_CE_ADEMEHAUT	EXP_NEWAUTO_CF_ADEMEHAUT	EXP_NEWAUTO_CG_ADEMEHAUT	EXP_BUIL_BAU	EXP_BUIL_21_BAU	EXP_BUIL_22_BAU	EXP_BUIL_23_BAU	EXP_BUIL_24_BAU	EXP_BUIL_ADEMEHAUT	EXP_BUIL_21_ADEMEHAUT	EXP_BUIL_22_ADEMEHAUT	EXP_BUIL_23_ADEMEHAUT	EXP_BUIL_24_ADEMEHAUT	EXP_HOUSING_BAU	EXP_MOBAUTO_BAU	EXP_HOUSING_ADEMEHAUT	EXP_MOBAUTO_ADEMEHAUT	ENERGY_BUIL_BAU	ENERGY_BUIL_21_BAU	ENERGY_BUIL_22_BAU	ENERGY_BUIL_23_BAU	ENERGY_BUIL_24_BAU	ENERGY_BUIL_ADEMEHAUT	ENERGY_BUIL_21_ADEMEHAUT	ENERGY_BUIL_22_ADEMEHAUT	ENERGY_BUIL_23_ADEMEHAUT	ENERGY_BUIL_24_ADEMEHAUT	L_BAU	L_01_BAU	L_02_BAU	L_03_BAU	L_04_BAU	L_05_BAU	L_06_BAU	L_07_BAU	L_08_BAU	L_09_BAU	L_10_BAU	L_11_BAU	L_12_BAU	L_13_BAU	L_14_BAU	L_15_BAU	L_16_BAU	L_17_BAU	L_18_BAU	L_19_BAU	L_20_BAU	L_21_BAU	L_2201_BAU	L_2202_BAU	L_2301_BAU	L_2302_BAU	L_2303_BAU	L_2304_BAU	L_2305_BAU	L_2306_BAU	L_2307_BAU	L_2308_BAU	L_2401_BAU	L_2402_BAU	L_2403_BAU	L_2404_BAU	L_2405_BAU	L_2406_BAU	L_ADEMEHAUT	L_01_ADEMEHAUT	L_02_ADEMEHAUT	L_03_ADEMEHAUT	L_04_ADEMEHAUT	L_05_ADEMEHAUT	L_06_ADEMEHAUT	L_07_ADEMEHAUT	L_08_ADEMEHAUT	L_09_ADEMEHAUT	L_10_ADEMEHAUT	L_11_ADEMEHAUT	L_12_ADEMEHAUT	L_13_ADEMEHAUT	L_14_ADEMEHAUT	L_15_ADEMEHAUT	L_16_ADEMEHAUT	L_17_ADEMEHAUT	L_18_ADEMEHAUT	L_19_ADEMEHAUT	L_20_ADEMEHAUT	L_21_ADEMEHAUT	L_2201_ADEMEHAUT	L_2202_ADEMEHAUT	L_2301_ADEMEHAUT	L_2302_ADEMEHAUT	L_2303_ADEMEHAUT	L_2304_ADEMEHAUT	L_2305_ADEMEHAUT	L_2306_ADEMEHAUT	L_2307_ADEMEHAUT	L_2308_ADEMEHAUT	L_2401_ADEMEHAUT	L_2402_ADEMEHAUT	L_2403_ADEMEHAUT	L_2404_ADEMEHAUT	L_2405_ADEMEHAUT	L_2406_ADEMEHAUT	UNR_TOT_BAU	UNR_TOT_ADEMEHAUT	TRADE_BAU	TRADE_ADEMEHAUT	DEBT_BAU	DEBT_ADEMEHAUT	PUBBAL_BAU	PUBBAL_ADEMEHAUT	GDP_BAU	GDP_ADEMEHAUT	CU_ELEC_100ENR	CU_OIL_BAU	CU_ELEC_BAU	CU_GAS_BAU	CU_OIL_SCEN	CU_ELEC_SCEN	CU_GAS_SCEN	D_K_2301_ENR	D_K_2302_ENR	D_K_2303_ENR	D_K_2304_ENR	D_K_2305_ENR	D_K_2306_ENR	D_K_2307_ENR	D_K_2308_ENR	D_K_2401_ENR	D_K_2402_ENR	D_K_2403_ENR	D_K_2404_ENR	D_K_2405_ENR	D_K_2406_ENR	CAPEX_2301_ENR	CAPEX_2302_ENR	CAPEX_2303_ENR	CAPEX_2304_ENR	CAPEX_2305_ENR	CAPEX_2306_ENR	CAPEX_2307_ENR	CAPEX_2308_ENR	CAPEX_2401_ENR	CAPEX_2402_ENR	CAPEX_2403_ENR	CAPEX_2404_ENR	CAPEX_2405_ENR	CAPEX_2406_ENR	CA_23_ENR	Y_23_ENR	GHG_ENR	VARIANT	ELEC_COST_ENR	CU_MWH_2301_SCEN	CU_MWH_2302_SCEN	CU_MWH_2303_SCEN	CU_MWH_2304_SCEN	CU_MWH_2305_SCEN	CU_MWH_2306_SCEN	CU_MWH_2307_SCEN	CU_MWH_2308_SCEN	ELEC_CH_SCEN	ELEC_Y_SCEN	DELTA_INVEST_ELEC
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.102200	97.76489	2.073134	0.106329	101.7146	2.156889	65.03376	67.66113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104244	99.72019	2.114597	0.106329	101.7146	2.156889	66.33444	67.66113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
